round_epochs,val_loss,val_categorical_accuracy,val_fbeta_score,val_fmeasure,loss,categorical_accuracy,fbeta_score,fmeasure,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,weight_regulizer,emb_output_dims,optimizer,losses,activation
300,7.194369792938232,0.0,0.0,0.0,2.1508871487208774,1.0,0.40283917103494915,0.22827724260943277,0.0001,128,4,3,300,0.12,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,4.229176044464111,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.5595984416348594,0.31410253047943115,0.0001,32,4,4,200,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
300,2.2580316066741943,0.0,0.0,0.0,2.1797127383095876,0.42857142857142855,0.5302423111030033,0.33401358127593994,0.0001,16,4,2,300,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.223259210586548,0.0,0.0,0.0,2.200361728668213,1.0,0.35353532433509827,0.1627906709909439,0.0001,32,6,32,300,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.2270522117614746,0.0,0.0,0.0,2.1923905440739224,0.6428571428571429,0.3950584019933428,0.21655327081680298,0.0001,128,3,4,200,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
100,2.258530616760254,0.0,0.0,0.0,2.367160813524346e-06,1.0,0.24464442474501474,0.1560624007667814,0.0001,8,3,4,100,0.16,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
300,2.194826364517212,0.0,0.0,0.0,3.7465790114765696e-07,1.0,0.3867402970790863,0.20289850234985352,0.0001,8,6,16,300,0.12,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.52463960647583,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.23941337636538915,0.1455181794507163,0.0001,16,5,4,200,0.2,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
100,2.252639055252075,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.5040792652538845,0.34999996210847584,0.0001,32,4,2,100,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
100,2.228179454803467,0.0,0.0,0.0,2.182015095438276,0.3571428677865437,0.4846097486359732,0.31229995882936884,0.0001,64,6,3,100,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.257434368133545,0.0,0.0,0.0,2.180098261151995,0.35714285714285715,0.4435688725539616,0.2424035987683705,0.0001,64,6,2,200,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.204280376434326,0.0,0.0,0.0,2.1885335445404053,0.5000000149011612,0.42942571214267183,0.21700081761394227,0.0001,32,2,3,300,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.2110676765441895,0.0,0.0,0.0,2.1935675144195557,0.8571428656578064,0.44198891520500183,0.23188401758670807,0.0001,8,4,128,300,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,5.211033821105957,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.5092214643955231,0.28210675716400146,0.0001,64,5,2,300,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.290634870529175,0.0,0.0,0.0,0.00022033786704663986,1.0,0.5067798282418933,0.2835687814014299,0.0001,128,2,3,200,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
100,2.2279670238494873,0.0,0.0,0.0,2.186934845788138,1.0,0.4553522786923817,0.2562298247856753,0.0001,128,2,3,100,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,2.2250940799713135,0.0,0.0,0.0,2.193059206008911,1.0,0.5154639482498169,0.24390241503715515,0.0001,64,2,32,300,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.223776340484619,0.0,0.0,0.0,2.1971771717071533,0.9285714030265808,0.42452824115753174,0.17999997735023499,0.0001,16,3,32,100,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,2.2223143577575684,0.0,0.0,0.0,5.406995049790047e-07,1.0,0.40475901109831675,0.2301218488386699,0.0001,4,4,4,300,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
300,2.2987804412841797,0.0,0.0,0.0,2.175209198679243,1.0,0.3910979287964957,0.2109693671975817,0.0001,16,6,3,300,0.24,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.2136666774749756,0.0,0.0,0.0,2.1929221153259277,1.0,0.46783626079559326,0.2711864113807678,0.0001,16,2,16,100,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.2280125617980957,0.0,0.0,0.0,0.00036479676574734706,1.0,0.5993340696607318,0.3079126221793039,0.0001,32,6,4,200,0.16,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.204690933227539,0.0,0.0,0.0,2.1926955495561873,0.6428571428571429,0.4857632943562099,0.24686973648411886,0.0001,128,2,4,200,0.08,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
100,2.2103867530822754,0.0,0.0,0.0,0.0024422656279057264,1.0,0.3141361176967621,0.15189871191978455,0.0001,32,4,128,100,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.2078750133514404,0.0,0.0,0.0,0.0009031872032210231,1.0,0.34999996423721313,0.15909087657928467,0.0001,16,6,16,200,0.16,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,7.861576557159424,0.0,0.0,0.0,2.082352876663208,1.0,0.49192009227616446,0.32653056723730906,0.0001,64,3,2,300,0.12,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.3941633701324463,0.0,0.0,0.0,2.1608353001730785,1.0,0.45941741125924246,0.26893420943192076,0.0001,64,6,2,200,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.218679666519165,0.0,0.0,0.0,2.1914974621364047,0.6428571428571429,0.3414158225059509,0.19081630451338633,0.0001,16,4,4,200,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.318350076675415,0.0,0.0,0.0,2.141537598201207,1.0,0.4207603931427002,0.26870743930339813,0.0001,16,2,2,200,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.284571647644043,0.0,0.0,0.0,2.1679883854729787,1.0,0.5011943514857974,0.26878749259880613,0.0001,64,2,3,200,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.2138302326202393,0.0,0.0,0.0,0.0001985211856663227,1.0,0.32258060574531555,0.16216212511062622,0.0001,16,2,16,200,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.220599889755249,0.0,0.0,0.0,2.185945442744664,1.0,0.3960452377796173,0.2201530294758933,0.0001,64,5,3,300,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.266479015350342,0.0,0.0,0.0,7.74861194128919e-07,1.0,0.40623417496681213,0.2367552923304694,0.0001,4,5,2,200,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.236576557159424,0.0,0.0,0.0,2.1822813749313354,1.0,0.4832667474235807,0.3071428154196058,0.0001,4,6,3,200,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.206871747970581,0.0,0.0,0.0,2.1981656551361084,0.7142857313156128,0.30456849932670593,0.14117643237113953,0.0001,64,6,128,200,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.2440316677093506,0.0,0.0,0.0,2.185511350631714,1.0,0.4833684819085257,0.24302650562354497,0.0001,32,6,4,200,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
100,2.209446430206299,0.0,0.0,0.0,2.199071168899536,1.0,0.21390372514724731,0.10666663944721222,0.0001,32,3,128,100,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
300,2.2509679794311523,0.0,0.0,0.0,2.1715316772460938,1.0,0.5328387107167926,0.3223561772278377,0.0001,64,3,4,300,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.2113990783691406,0.0,0.0,0.0,9.171730926027521e-05,1.0,0.3888888657093048,0.20588231086730957,0.0001,128,3,16,200,0.24,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
100,2.3394412994384766,0.0,0.0,0.0,2.1707402808325633,1.0,0.4019508361816406,0.2284568031983716,0.0001,4,4,3,100,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
300,2.2122695446014404,0.0,0.0,0.0,2.1974170207977295,1.0,0.27173912525177,0.1388888657093048,0.0001,32,3,16,300,0.36,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.204388380050659,0.0,0.0,0.0,2.1956288814544678,1.0,0.4597701132297516,0.25806447863578796,0.0001,16,3,32,300,0.16,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
200,2.214901924133301,0.0,0.0,0.0,3.9808564906707034e-05,1.0,0.27624309062957764,0.1449275016784668,0.0001,128,2,32,200,0.16,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
300,2.211803913116455,0.0,0.0,0.0,7.876332688283583e-07,1.0,0.46391749382019043,0.21951216459274292,0.0001,128,4,128,300,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
100,2.2365317344665527,0.0,0.0,0.0,2.1874583108084544,0.7857142857142857,0.39789363741874695,0.21944073055471694,0.0001,32,6,4,100,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
200,2.2576122283935547,0.0,0.0,0.0,2.1840763773236955,1.0,0.4789855011871883,0.29195008107594084,0.0001,32,3,2,200,0.16,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
100,2.2026267051696777,0.0,0.0,0.0,0.0020926622673869133,1.0,0.4455445110797882,0.19999995827674866,0.0001,8,4,16,100,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.2598307132720947,0.0,0.0,0.0,0.0004036547616124153,1.0,0.49466810056141447,0.25771568928446087,0.0001,32,4,4,200,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.2259621620178223,0.0,0.0,0.0,2.190933585166931,0.6428571513720921,0.45197770638125284,0.2482869907149247,0.0001,16,2,3,200,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.2080581188201904,0.0,0.0,0.0,2.1968348026275635,1.0,0.4326922297477722,0.1874999701976776,0.0001,4,3,32,300,0.04,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
100,2.2828972339630127,0.0,0.0,0.0,2.1755970205579485,1.0,0.4378411258969988,0.29421764825071606,0.0001,8,6,2,100,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.263305902481079,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.4131680854729244,0.2528780400753021,0.0001,128,6,4,200,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
300,2.2018022537231445,0.0,0.0,0.0,4.849281594943022e-06,1.0,0.4166666567325592,0.19999997317790985,0.0001,8,2,32,300,0.16,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.260251045227051,0.0,0.0,0.0,8.60229681295875e-05,1.0,0.3365234817777361,0.18198903330734797,0.0001,128,4,4,300,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.233555316925049,0.0,0.0,0.0,2.1761142696653093,1.0,0.5039950013160706,0.27239817061594557,0.0001,128,3,3,200,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.2065491676330566,0.0,0.0,0.0,2.195333480834961,0.9285714030265808,0.44692736864089966,0.23880593478679657,0.0001,8,2,32,200,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.216048002243042,0.0,0.0,0.0,2.1874044622693742,0.42857142857142855,0.5516076513699123,0.2929911123854773,0.0001,16,6,2,300,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
100,2.2108371257781982,0.0,0.0,0.0,0.0022594891488552094,1.0,0.4324324429035187,0.21917803585529327,0.0001,32,4,32,100,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.3456530570983887,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.4768115665231432,0.28911562263965607,0.0001,64,4,2,200,0.0,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
300,2.237250804901123,0.0,0.0,0.0,2.1885178770337785,0.5714285714285714,0.3703180764402662,0.24149657573018754,0.0001,4,4,2,300,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
100,2.1970646381378174,0.0,0.0,0.0,2.19700288772583,1.0,0.5181346535682678,0.24691353738307953,0.0001,128,4,16,100,0.16,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
300,2.226543664932251,0.0,0.0,0.0,2.184922456741333,0.42857144134385244,0.5293420276471547,0.3172945816602026,0.0001,32,4,3,300,0.32,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
200,2.2500760555267334,0.0,0.0,0.0,2.180971826825823,1.0,0.4839218088558742,0.25197041034698486,0.0001,32,5,4,200,0.32,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.244489908218384,0.0,0.0,0.0,2.174629705292838,1.0,0.3967934825590679,0.2231242252247674,0.0001,32,2,3,200,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
100,2.2050161361694336,0.0,0.0,0.0,0.002775244414806366,1.0,0.3141361176967621,0.15189871191978455,0.0001,32,6,16,100,0.12,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
100,2.2140727043151855,0.0,0.0,0.0,0.002508685691282153,1.0,0.4301075041294098,0.21621620655059814,0.0001,64,2,16,100,0.12,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.3704397678375244,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.5038075830255236,0.27193874972207205,0.0001,16,5,3,200,0.36,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.2254984378814697,0.0,0.0,0.0,2.1983590126037598,1.0,0.4736841320991516,0.23076918721199036,0.0001,8,3,128,200,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.2488813400268555,0.0,0.0,0.0,0.0004441691801600557,1.0,0.5615408825022834,0.3054247008902686,0.0001,4,4,3,100,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.2715725898742676,0.0,0.0,0.0,0.0001537603077719853,1.0,0.48682824841567446,0.31527993615184513,0.0001,4,6,3,200,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.20283842086792,0.0,0.0,0.0,2.1944210529327393,1.0,0.5291005373001099,0.2597402334213257,0.0001,64,3,128,200,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.20793080329895,0.0,0.0,0.0,2.1909915719713484,0.6428571428571429,0.368916779756546,0.18095235526561737,0.0001,128,6,4,200,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
200,2.2327141761779785,0.0,0.0,0.0,2.180274554661342,0.42857142857142855,0.46860494783946444,0.2837519368955067,0.0001,128,6,2,200,0.24,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
100,2.676616668701172,0.0,0.0,0.0,2.154184171131679,1.0,0.4180238928113665,0.25669961529118673,0.0001,16,4,2,100,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.200549602508545,0.0,0.0,0.0,2.1992478370666504,1.0,0.3589743673801422,0.16867466270923615,0.0001,32,4,32,200,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.198216676712036,0.0,0.0,0.0,2.192556142807007,1.0,0.4838709533214569,0.24324320256710052,0.0001,16,6,16,200,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
200,2.1972780227661133,0.0,0.0,0.0,2.2038509845733643,1.0,0.05882350355386734,0.03448272496461868,0.0001,16,3,128,200,0.0,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,2.1972336769104004,0.0,0.0,0.0,0.000526128860656172,1.0,0.25641024112701416,0.12048190087080002,0.0001,8,3,32,300,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.215094804763794,0.0,0.0,0.0,2.1940407752990723,0.9285714030265808,0.5687203407287598,0.24242423474788666,0.0001,128,2,32,300,0.12,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
200,2.2179369926452637,0.0,0.0,0.0,0.001096267020329833,1.0,0.49504953622817993,0.2222222089767456,0.0001,32,3,16,200,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
100,2.2512197494506836,0.0,0.0,0.0,0.0005401786599707391,1.0,0.6163314751216343,0.3371191535677229,0.0001,4,6,4,100,0.0,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.2199113368988037,0.0,0.0,0.0,2.1992106437683105,1.0,0.2010049968957901,0.09195399284362793,0.0001,32,2,32,200,0.32,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,2.211069107055664,0.0,0.0,0.0,2.172278029578073,1.0,0.5811939239501953,0.34612242238862173,0.0001,128,6,4,300,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.231426239013672,0.0,0.0,0.0,0.00012486997002270073,1.0,0.41025635600090027,0.1927710324525833,0.0001,128,6,128,100,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.2140705585479736,0.0,0.0,0.0,2.1914118358067105,0.7142857142857143,0.4262943012373788,0.2707482533795493,0.0001,8,4,4,200,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
100,2.1996419429779053,0.0,0.0,0.0,0.0021613442804664373,1.0,0.3743315041065216,0.18666663765907288,0.0001,32,4,16,100,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.1995160579681396,0.0,0.0,0.0,2.1975224018096924,1.0,0.33519551157951355,0.17910446226596832,0.0001,128,5,16,300,0.36,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.21571683883667,0.0,0.0,0.0,6.006738840369508e-05,1.0,0.4568527042865753,0.21176467835903168,0.0001,4,3,32,200,0.36,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.2221076488494873,0.0,0.0,0.0,2.194427967071533,1.0,0.5940592885017395,0.26666659116744995,0.0001,8,4,128,300,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function elu at 0x000002311C277158>
100,2.2011308670043945,0.0,0.0,0.0,2.1965630054473877,0.8571428656578064,0.35175877809524536,0.16091950237751007,0.0001,64,3,16,100,0.08,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
300,2.208512783050537,0.0,0.0,0.0,2.199383497238159,1.0,0.23529408872127533,0.1379310041666031,0.0001,8,2,128,300,0.24,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
300,2.2059364318847656,0.0,0.0,0.0,0.0006266678683459759,1.0,0.31914886832237244,0.15789471566677094,0.0001,128,3,16,300,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.2247612476348877,0.0,0.0,0.0,0.0009999610483646393,1.0,0.4568527042865753,0.21176467835903168,0.0001,32,6,16,200,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.249178171157837,0.0,0.0,0.0,0.00011218432752814676,1.0,0.49123494965689524,0.25476185977458954,0.0001,4,5,4,300,0.2,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
200,2.210784673690796,0.0,0.0,0.0,0.0013862395426258445,1.0,0.3645833134651184,0.17499996721744537,0.0001,128,2,16,200,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function tanh at 0x000002311C277400>
300,2.248936653137207,0.0,0.0,0.0,2.1770155089242116,1.0,0.5125942528247833,0.2847535163164139,0.0001,32,6,4,300,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.197331190109253,0.0,0.0,0.0,2.195190668106079,0.7857142686843872,0.4901960790157318,0.21739129722118378,0.0001,16,6,128,100,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
100,2.211301565170288,0.0,0.0,0.0,2.1972155570983887,1.0,0.4060913622379303,0.18823526799678802,0.0001,8,3,16,100,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
200,2.2112863063812256,0.0,0.0,0.0,1.313869324803818e-05,1.0,0.31914886832237244,0.15789471566677094,0.0001,8,2,128,200,0.28,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function tanh at 0x000002311C277400>
200,2.2010297775268555,0.0,0.0,0.0,2.200126886367798,0.9285714030265808,0.21052630245685577,0.10256407409906387,0.0001,64,5,32,200,0.04,None,None,<class 'keras.optimizers.Nadam'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
100,2.192941904067993,0.0,0.0,0.0,2.196732997894287,1.0,0.3825136423110962,0.1971830576658249,0.0001,128,5,32,100,0.0,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.296421527862549,0.0,0.0,0.0,1.1920928955078125e-07,1.0,0.510168697152819,0.2822795425142561,0.0001,128,5,3,100,0.08,None,None,<class 'keras.optimizers.RMSprop'>,<function logcosh at 0x000002311C23C510>,<function elu at 0x000002311C277158>
100,2.208336353302002,0.0,0.0,0.0,2.1992805004119873,0.9285714030265808,0.3645833134651184,0.17499996721744537,0.0001,64,2,16,100,0.2,None,None,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x000002311C23C598>,<function relu at 0x000002311C277378>
200,2.213883399963379,0.0,0.0,0.0,2.196382522583008,1.0,0.3225806653499603,0.23255811631679535,0.0001,16,3,16,200,0.28,None,None,<class 'keras.optimizers.Nadam'>,<function logcosh at 0x000002311C23C510>,<function relu at 0x000002311C277378>
